@relation 'Allegheny_County_Crash_Data_Nominal-weka.filters.supervised.instance.Resample-B0.0-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-4,6-16,18-32,34-55,57-68'

@attribute ROAD_CONDITION {Wet,Dry,Ice,'Ice patches',Snow-covered,Slush,Sand/Mud/Dirt/Oil/Gravel,Water-standing-or-moving}
@attribute PROPERTY_DAMAGE_ONLY {NO,YES}
@attribute OVERTURNED {NO,YES}
@attribute INJURY_OR_FATAL {NO,YES}
@attribute MAX_SEVERITY_LEVEL {NoInjury,Injury}

@data
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Snow-covered,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Water-standing-or-moving,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,YES,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,YES,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,YES,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
'Ice patches',YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Ice,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,YES,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Snow-covered,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Snow-covered,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,YES,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Snow-covered,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Snow-covered,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,YES,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,YES,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Snow-covered,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,YES,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,YES,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Wet,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
'Ice patches',YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Dry,YES,NO,NO,NoInjury
Snow-covered,YES,NO,NO,NoInjury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,NO,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,YES,NO,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,YES,NO,Injury
Dry,NO,NO,YES,Injury
Snow-covered,NO,NO,YES,Injury
Ice,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Snow-covered,NO,NO,YES,Injury
'Ice patches',NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Snow-covered,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Ice,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Slush,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
'Ice patches',NO,NO,YES,Injury
Dry,NO,YES,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,YES,YES,Injury
Ice,NO,NO,YES,Injury
Dry,NO,YES,YES,Injury
Slush,NO,NO,YES,Injury
Snow-covered,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Ice,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Snow-covered,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Slush,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Snow-covered,NO,NO,YES,Injury
'Ice patches',NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Slush,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,NO,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
'Ice patches',NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
'Ice patches',NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Slush,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Ice,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Ice,NO,NO,YES,Injury
'Ice patches',NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,NO,Injury
Ice,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,YES,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,YES,YES,Injury
Wet,NO,YES,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
'Ice patches',NO,YES,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,YES,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
'Ice patches',NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,YES,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,YES,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
'Ice patches',NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Snow-covered,NO,YES,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
'Ice patches',NO,NO,YES,Injury
Wet,NO,YES,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,NO,Injury
Slush,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Snow-covered,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,NO,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Dry,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
Wet,NO,NO,YES,Injury
